Project,Key,Summary,Issue Type,Status,Priority,Resolution,Assignee,Reporter,Creator,Created,Last Viewed,Updated,Resolved,Affects Version/s,Fix Version/s,Component/s,Due Date,Votes,Watchers,Images,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Sub-Tasks,Linked Issues,Environment,Description,Security Level,Progress,? Progress,? Time Spent,? Remaining Estimate,? Original Estimate,Labels,Date of First Response,Git Notification Mailing List,Github Integrations - Other,Github Integration,Last public comment date,Git Repository Name,Global Rank,Git Repository Type,Customer Request Type,Time to resolution,Blog Administrator?,Blogs - Admin for blog,Existing GitBox Approval,Blogs - Username,Protected Branch,Blogs - Email Address,GitHub Options,Docs Text,Git Repository Import Path,New-TLP-TLPName,Blogs - New Blog Write Access,Epic Colour,Blogs - Existing Blog Name,Attachment count,Blog - New Blog PMC,Epic Name,Blog - New Blog Administrators,Epic Status,Blog - Write access,Epic Link,Bugzilla - List of usernames,Bugzilla - PMC Name,Bugzilla - Email Notification Address,Blogs - Existing Blog Access Level,Bugzilla - Project Name,Bugzilla Id,Initial Confluence Contributors,Request participants,Waiting For Infra,Space Name,Space Description,Time to Respond,Github Integration - Triggers,INFRA - Subversion Repository Path,Space Key,Testcase included,Sprint,Rank (Obsolete),Project,Epic/Theme,Flagged,External issue ID,Machine Readable Info,External issue URL,Flags,Rank
Ivy,IVY-1353,It appears that the ignore circular dependency strategy is clobbering the warn strategy,Bug,Resolved,Critical,Fixed,Nicolas Lalevée,Carl Quinn,Carl Quinn,5/29/2012 22:06,,3/26/2014 21:53,8/15/2012 11:29,2.3.0-RC1,"2.3.0-RC2, 2.4.0-RC1",Core,,0,2,,,,,,,,,"In org.apache.ivy.plugins.circular the IgnoreCircularDependencyStrategy class has this constructor: 

{code} 
private IgnoreCircularDependencyStrategy() { 
super(""warn""); 
} 
{code} 
Thus is claiming to be the warn strategy and then clobbers the real warn strategy when it is registered in IvySettings.configureDefaultCircularDependencyStrategies() 

I think the fix is to just change the above string to ""ignore"", so: 

{code} 
private IgnoreCircularDependencyStrategy() { 
super(""ignore""); 
} 
{code} 
",,,,,,,patch,8/15/2012 11:29,,,,"4 years, 47 weeks, 5 days ago",,294277,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,189986,,,,,,,,0|i0wvzb:
Ivy,IVY-1354,Dynamic version resolution incorrect under JDK7,Bug,Open,Major,Unresolved,Unassigned,Matt Plaumann,Matt Plaumann,5/30/2012 16:30,,10/17/2012 17:04,,2.2.0,,Core,,0,3,,,,,,,,,"JDK7 has re-implemented {{Collections.sort()}}. This change is causing dynamic revisions to sort incorrectly. 

Here is a simple unit test for {{LatestRevisionStrategyTest}} that shows the behaviour: 
{noformat} 
/** 
* The sort algorithm in JDK7 changed in a way that requires comparators to be a little 
* stricter. Running JDK7 with {@code java.util.Arrays.useLegacyMergeSort=true} reverts 
* to the previous behaviour. 
* 
* @see <a href=""http://bugs.sun.com/bugdatabase/view_bug.do?bug_id=6804124"">RFE: 6804124</a> 
*/ 
public void testJdk7Sort() { 
ArtifactInfo[] revs = toMockAI(new String[]{""latest.integration"", ""latest.milestone"" }); 

LatestRevisionStrategy latestRevisionStrategy = new LatestRevisionStrategy(); 
List sorted = latestRevisionStrategy.sort( revs ); 

assertEquals(Arrays.asList(revs[1], revs[0]), sorted ); 
} 
{noformat} 

The {{-Djava.util.Arrays.useLegacyMergeSort=true}} VM switch reverts to the previous sort algorithm. 

",,,,,,,,10/17/2012 15:30,,,,"4 years, 38 weeks, 4 days ago",,249324,,,Restricted to agents,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,57389,,,,,,,,0|i0a6vz:
Ivy,IVY-1355,command line: -types seems to not accept comma,Bug,Open,Major,Unresolved,Unassigned,Stepan Koltsov,Stepan Koltsov,6/2/2012 17:12,,6/2/2012 17:12,,2.3.0-RC1,,Core,,1,1,,,,,,,,,"{panel} 
java -jar ivy.jar -help 
{panel} 

tells that 

{panel} 
-types <types> comma separated list of accepted artifact types 
{panel} 

Seems like it does not work. If I execute 

{code} 
java -jar ivy.jar -retrieve ... -types jar 
java -jar ivy.jar -retrieve ... -types source 
{code} 

It works, but if I execute it as 

{code} 
java -jar ivy.jar -retrieve ... -types jar,source 
{code} 

no artifact is retrieved.",,,,,,,,,,,,"5 years, 6 weeks, 1 day ago",,300548,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,245692,,,,,,,,0|i16fsv:
Ivy,IVY-1356,ivy descriptors are merged incorrectly,Bug,Resolved,Major,Fixed,Maarten Coene,Stephane Bailliez,Stephane Bailliez,6/4/2012 18:42,,8/23/2012 22:32,8/23/2012 22:32,2.2.0,2.3.0-RC2,Core,,0,2,,,,,,,,,"I'm making use of parent definition in ivy files to define general dependencies and configuration across projects. 

Parent file is typically something like: 

{code} 

<ivy-module version=""2.0"" 
xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" 
xsi:noNamespaceSchemaLocation=""http://ant.apache.org/ivy/schemas/ivy.xsd"" 
xmlns:m=""http://ant.apache.org/ivy/maven""> 
<info organisation=""com.mycompany"" module=""parent"" revision=""1.0"" status=""release"" publication=""20120101020304""> 
</info> 

<configurations> 
<conf name=""default"" description=""Default dependencies""/> 
<conf name=""runtime"" description=""Only runtime"" extends=""default"" visibility=""private""/> 
<conf name=""test"" description=""Only for unit testing"" extends=""compile,runtime"" visibility=""private""/> 
<conf name=""compile"" description=""Only for compilation"" extends=""default"" visibility=""private""/> 
<conf name=""sources"" description=""Sources""/> 
<conf name=""javadoc"" description=""Javadoc""/> 
</configurations> 

<dependencies> 
<dependency org=""org.testng"" name=""testng"" rev=""6.4"" conf=""test->default""/> 
</dependencies> 

</ivy-module> 
{code} 

Ivy file for the project is typically: 


{code} 
<ivy-module version=""2.0"" 
xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" 
xsi:noNamespaceSchemaLocation=""http://ant.apache.org/ivy/schemas/ivy.xsd"" 
xmlns:m=""http://ant.apache.org/ivy/maven""> 
<info organisation=""com.mycompany.service"" module=""${project.name}""> 
<extends organisation=""com.mycompany"" module=""parent"" revision=""${ivy.parent.revision}"" location=""${ivy.parent.location}""/> 

</info> 

<publications> 
<artifact name=""${project.name}"" type=""jar"" ext=""jar"" conf=""default""/> 
<artifact name=""${project.name}"" type=""source"" ext=""jar"" conf=""sources"" m:classifier=""sources""/> 
<artifact name=""${project.name}"" type=""javadoc"" ext=""jar"" conf=""javadoc"" m:classifier=""javadoc""/> 
</publications> 
<dependencies> 
<dependency org=""org.jackson"" name=""jackson"" rev=""1.9.5"" conf=""default""/> 
<exclude org=""javax.servlet"" module=""servlet-api""/> 
<exclude org=""javax.servlet"" module=""servlet""/> 
</dependencies> 
</ivy-module> 

{code} 

The result end up being a merge which is incompatible with the schema since dependency and exclude end up being mixed when the file is delivered: 

{code} 
<ivy-module version=""2.0"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:noNamespaceSchemaLocation=""http://ant.apache.org/ivy/schemas/ivy.xsd"" xmlns:m=""http://ant.apache.org/ivy/maven""> 
<info organisation=""com.mycompany.service"" module=""myproject"" revision=""1.2.8.20120604181037"" status=""development"" publication=""20120604141056""> 
<!-- <extends organisation=""com.mycompany"" module=""parent"" revision=""1.0.0"" location=""/somewhere/ivy-parent.xml""/> --> 

</info> 
<configurations> 

<!-- configurations inherited from com.mycompany#parent;1.0.0 --> 
<conf name=""default"" visibility=""public"" description=""Default dependencies""/> 
<conf name=""runtime"" visibility=""private"" description=""Only runtime"" extends=""default""/> 
<conf name=""test"" visibility=""private"" description=""Only for unit testing"" extends=""compile,runtime""/> 
<conf name=""compile"" visibility=""private"" description=""Only for compilation"" extends=""default""/> 
<conf name=""sources"" visibility=""public"" description=""Sources""/> 
<conf name=""javadoc"" visibility=""public"" description=""Javadoc""/> 
</configurations> 
<publications> 
<artifact name=""myproject"" type=""jar"" ext=""jar"" conf=""default""/> 
<artifact name=""myproject"" type=""source"" ext=""jar"" conf=""sources"" m:classifier=""sources""/> 
<artifact name=""myproject"" type=""javadoc"" ext=""jar"" conf=""javadoc"" m:classifier=""javadoc""/> 
</publications> 
<dependencies> 


<dependency org=""org.codehaus"" name=""jackson"" rev=""1.9.5"" conf=""default""/> 

<exclude org=""javax.servlet"" module=""servlet-api""/> 
<exclude org=""javax.servlet"" module=""servlet""/> 

<!-- dependencies inherited from com.mycompany#parent;1.0.0 --> 
<dependency org=""org.testng"" name=""testng"" rev=""6.4"" conf=""test->default""/> 
conf=""default->api;newrelic->default""/> 
</dependencies> 
</ivy-module> 

{code} 
",,,,,,,testcase,8/23/2012 22:32,,,,"4 years, 46 weeks, 3 days ago",,294297,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,191588,,,,,,,,0|i0x5vb:
Ivy,IVY-1357,hk2-jar can't be resolved,Bug,Resolved,Major,Fixed,Maarten Coene,Daniel Schaarschmidt,Daniel Schaarschmidt,6/13/2012 14:20,,8/19/2012 22:21,8/19/2012 22:21,2.2.0,2.3.0-RC2,"Core, Maven Compatibility",,0,2,,,,,,,,,"I'm trying to resolve the following dependency which works fine with Maven: 
<dependency org=""com.sun.xml.ws"" name=""jaxws-rt"" rev=""2.2.3""/> 

But with Ivy I get the following error: 
[FAILED ] org.glassfish.ha#ha-api;3.1.8!ha-api.hk2-jar: 

The correct file extension is ""jar"", not ""hk2-jar"" which Ivy obviously is looking for. 

In this setting the affected transitive dependencies are: 
<dependency org=""com.sun.enterprise"" name=""hk2"" rev=""1.0.36""> 
<artifact name=""hk2"" type=""jar"" ext=""jar""/> 
</dependency> 
<dependency org=""org.glassfish.ha"" name=""ha-api"" rev=""3.1.8""> 
<artifact name=""ha-api"" ext=""jar"" type=""jar""/> 
<exclude org=""com.sun.enterprise"" module=""hk2""/> 
</dependency> 


A similar problem description can be found here: https://groups.google.com/forum/#!topic/simple-build-tool/AYLw15EJcvg 
Their solution: force hk2-jars to be treated like standard jars.",,,,,,,,8/19/2012 22:21,,,,"4 years, 47 weeks ago",,294294,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,191578,,,,,,,,0|i0x5t3:
Ivy,IVY-1358,CacheManager with useOrigin=true crash while parsing local ivy descriptor and fallback without error.,Bug,Open,Major,Unresolved,Unassigned,devantor,devantor,6/26/2012 14:59,,7/1/2012 22:28,,2.2.0,unspecified,Core,,0,1,,,,,,,,,"IVY useOrigin=true setting can corrupt the cache. Modules built locally aren't found. 

If a component B--> depends A and download the A module(using .POM descriptor) from artifactory. 
The module in /cache.dir/ resolved using a .POM is converted to an ivy format. 
The .POM from artifactory is stored in file ivy-1.0.0.0-SNAPSHOT.xml.original 

If the module A is build locally, the module is published using ivy format and the parser crash trying to compare the ivy converted and the local ivy file(remote vs local). 

If I disable useOrigin, the local ivy is converted (copied in cache) and the local build is found. 

I need to use ant -v option to see the following stack trace. 


{code} 
#commons;21.0.0.0-SNAPSHOT!ivy.xml(ivy.original) 
[ivy:retrieve] problem occurred while resolving dependency: microflex#commons;21.0.0.0-SNAPSHOT {runtime=[runtime], provided=[provided]} with local-check: java.text.ParseException: [unknown tag project in file:/opt/development/scm.toolkits/cache/0/microflex/commons/ivy-21.0.0.0-SNAPSHOT.xml.original 
[ivy:retrieve] , unknown tag modelVersion in file:/opt/development/scm.toolkits/cache/0/microflex/commons/ivy-21.0.0.0-SNAPSHOT.xml.original 
[ivy:retrieve] , unknown tag groupId in file:/opt/development/scm.toolkits/cache/0/microflex/commons/ivy-21.0.0.0-SNAPSHOT.xml.original 
[ivy:retrieve] , unknown tag artifactId in file:/opt/development/scm.toolkits/cache/0/microflex/commons/ivy-21.0.0.0-SNAPSHOT.xml.original 
[ivy:retrieve] , unknown tag packaging in file:/opt/development/scm.toolkits/cache/0/microflex/commons/ivy-21.0.0.0-SNAPSHOT.xml.original 
[ivy:retrieve] , unknown tag version in file:/opt/development/scm.toolkits/cache/0/microflex/commons/ivy-21.0.0.0-SNAPSHOT.xml.original 
[ivy:retrieve] ] 
[ivy:retrieve] at org.apache.ivy.plugins.parser.AbstractModuleDescriptorParser$AbstractParser.checkErrors(AbstractModuleDescriptorParser.java:89) 
[ivy:retrieve] at org.apache.ivy.plugins.parser.xml.XmlModuleDescriptorParser$Parser.parse(XmlModuleDescriptorParser.java:272) 
[ivy:retrieve] at org.apache.ivy.plugins.parser.xml.XmlModuleDescriptorParser.parseDescriptor(XmlModuleDescriptorParser.java:112) 
[ivy:retrieve] at org.apache.ivy.plugins.parser.AbstractModuleDescriptorParser.parseDescriptor(AbstractModuleDescriptorParser.java:48) 
[ivy:retrieve] at org.apache.ivy.core.cache.DefaultRepositoryCacheManager$MyModuleDescriptorProvider.provideModule(DefaultRepositoryCacheManager.java:659) 
[ivy:retrieve] at org.apache.ivy.core.cache.ModuleDescriptorMemoryCache.getStale(ModuleDescriptorMemoryCache.java:68) 
[ivy:retrieve] at org.apache.ivy.core.cache.DefaultRepositoryCacheManager.getStaledMd(DefaultRepositoryCacheManager.java:676) 
[ivy:retrieve] at org.apache.ivy.core.cache.DefaultRepositoryCacheManager.cacheModuleDescriptor(DefaultRepositoryCacheManager.java:993) 
[ivy:retrieve] at org.apache.ivy.plugins.resolver.BasicResolver.parse(BasicResolver.java:546) 
[ivy:retrieve] at org.apache.ivy.plugins.resolver.BasicResolver.getDependency(BasicResolver.java:266) 
[ivy:retrieve] at org.apache.ivy.plugins.resolver.ChainResolver.getDependency(ChainResolver.java:104) 
[ivy:retrieve] at org.apache.ivy.plugins.resolver.ChainResolver.getDependency(ChainResolver.java:104) 
[ivy:retrieve] at org.apache.ivy.core.resolve.IvyNode.loadData(IvyNode.java:169) 
[ivy:retrieve] at org.apache.ivy.core.resolve.VisitNode.loadData(VisitNode.java:287) 
[ivy:retrieve] at org.apache.ivy.core.resolve.ResolveEngine.fetchDependencies(ResolveEngine.java:696) 
[ivy:retrieve] at org.apache.ivy.core.resolve.ResolveEngine.doFetchDependencies(ResolveEngine.java:781) 
[ivy:retrieve] at org.apache.ivy.core.resolve.ResolveEngine.fetchDependencies(ResolveEngine.java:704) 
[ivy:retrieve] at org.apache.ivy.core.resolve.ResolveEngine.getDependencies(ResolveEngine.java:576) 
[ivy:retrieve] at org.apache.ivy.core.resolve.ResolveEngine.resolve(ResolveEngine.java:237) 
[ivy:retrieve] at org.apache.ivy.core.resolve.ResolveEngine.resolve(ResolveEngine.java:195) 
[ivy:retrieve] at org.apache.ivy.Ivy.resolve(Ivy.java:502) 
[ivy:retrieve] at org.apache.ivy.ant.IvyResolve.doExecute(IvyResolve.java:244) 
[ivy:retrieve] at org.apache.ivy.ant.IvyTask.execute(IvyTask.java:277) 
[ivy:retrieve] at org.apache.ivy.ant.IvyPostResolveTask.ensureResolved(IvyPostResolveTask.java:217) 
[ivy:retrieve] at org.apache.ivy.ant.IvyPostResolveTask.prepareAndCheck(IvyPostResolveTask.java:164) 
[ivy:retrieve] at org.apache.ivy.ant.IvyRetrieve.doExecute(IvyRetrieve.java:57) 
[ivy:retrieve] at org.apache.ivy.ant.IvyTask.execute(IvyTask.java:277) 
[ivy:retrieve] at org.apache.tools.ant.UnknownElement.execute(UnknownElement.java:291) 
[ivy:retrieve] at sun.reflect.GeneratedMethodAccessor4.invoke(Unknown Source) 
[ivy:retrieve] at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25) 
[ivy:retrieve] at java.lang.reflect.Method.invoke(Method.java:597) 
[ivy:retrieve] at org.apache.tools.ant.dispatch.DispatchUtils.execute(DispatchUtils.java:106) 
[ivy:retrieve] at org.apache.tools.ant.Task.perform(Task.java:348) 
[ivy:retrieve] at org.apache.tools.ant.Target.execute(Target.java:390) 
[ivy:retrieve] at org.apache.tools.ant.Target.performTasks(Target.java:411) 
[ivy:retrieve] at org.apache.tools.ant.Project.executeSortedTargets(Project.java:1399) 
[ivy:retrieve] at org.apache.tools.ant.helper.SingleCheckExecutor.executeTargets(SingleCheckExecutor.java:38) 
[ivy:retrieve] at org.eclipse.ant.internal.launching.remote.EclipseSingleCheckExecutor.executeTargets(EclipseSingleCheckExecutor.java:30) 
[ivy:retrieve] at org.apache.tools.ant.Project.executeTargets(Project.java:1251) 
[ivy:retrieve] at org.apache.tools.ant.taskdefs.Ant.execute(Ant.java:442) 
[ivy:retrieve] at org.apache.tools.ant.taskdefs.SubAnt.execute(SubAnt.java:302) 
[ivy:retrieve] at org.apache.tools.ant.taskdefs.SubAnt.execute(SubAnt.java:221) 
[ivy:retrieve] at org.apache.tools.ant.UnknownElement.execute(UnknownElement.java:291) 
[ivy:retrieve] at sun.reflect.GeneratedMethodAccessor4.invoke(Unknown Source) 
[ivy:retrieve] at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25) 
[ivy:retrieve] at java.lang.reflect.Method.invoke(Method.java:597) 
[ivy:retrieve] at org.apache.tools.ant.dispatch.DispatchUtils.execute(DispatchUtils.java:106) 
{code}",,,,,,,testcase,,,,,"5 years, 2 weeks, 5 days ago",,300547,,,Restricted to agents,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,245691,,,,,,,,0|i16fsn:
Ivy,IVY-1359,ivy.xml extends feature complains about Windows filesystem path,Bug,Resolved,Major,Fixed,Nicolas Lalevée,Mitch Gitman,Mitch Gitman,6/26/2012 22:13,,3/26/2014 21:53,7/22/2012 19:47,2.3.0-RC1,"2.3.0-RC2, 2.4.0-RC1",Core,,0,2,,,,,,,,"Windows, Ant 1.7.1 (but should be the same on Ant 1.8.3)","I'm trying to use the parent Ivy module feature through the /ivy-module/info/extends element: 
<info organisation=""foo"" module=""bar"" revision=""1.0-SNAPSHOT""> 
<extends organisation=""foo"" module=""master-parent"" revision=""1.0-SNAPSHOT"" 
location=""${env.MASTER_PARENT_PROJECT_DIR}/ivy.xml"" extendType=""configurations"" /> 
</info> 

The property placeholder in the location attribute translates to an absolute filesystem path. This works in a functional sense. However, I'm seeing the following false-positive warning message, apparently because I'm using a Windows filesystem path: 
[ivy:resolve] :: problems summary :: 
[ivy:resolve] :::: WARNINGS 
[ivy:resolve] Unable to parse included ivy file C:\...\master-parent/ivy.xml: unknown protocol: c 
[ivy:resolve] 
[ivy:resolve] :: USE VERBOSE OR DEBUG MESSAGE LEVEL FOR MORE DETAILS 

Here's the passage in XmlModuleDescriptorParser where this is arising: 
//check on filesystem based on location attribute (for dev ONLY) 
try { 
checkParentModuleOnFilesystem(location); 
} catch (IOException e) { 
Message.warn(""Unable to parse included ivy file "" + location + "": "" 
+ e.getMessage()); 
} 

I hope people can agree that showing users a misleading warning message every time they do an ivy:resolve is a bug worth resolving before there's a final 2.3.0 release.",,,,,,,,7/22/2012 19:47,,,,"4 years, 51 weeks ago",,294290,,,Restricted to agents,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,191555,,,,,,,,0|i0x5nz:
Ivy,IVY-1360,NPE when using the updatesite resolver,Bug,Resolved,Major,Duplicate,Maarten Coene,Christopher Frost,Christopher Frost,6/27/2012 12:04,,8/19/2012 22:25,8/19/2012 22:25,2.3.0-RC1,2.3.0-RC2,Core,,0,2,,,,,,,,Command line build with Apache Ant(TM) version 1.8.2 compiled on December 20 2010,"The error is shown below, nothing else is output from the build. I've been playing around with the new OSGi support trying to get one of the Eclipse Virgo projects to build with it. This is a very simple build, no module definitions in the ivysettings file and I'm using the new updatesite resolver. 

<updatesite name=""orbit-updatesite"" url=""http://download.eclipse.org/tools/orbit/downloads/drops/${orbit.repo}/repository"" requirementStrategy=""first"" /> 

I can't remember what I did to cause this error, really sorry. Just didn't want to leave an NPE. Many thanks for the new resolvers though, proper treatment of ambiguity is much appreciated. 

[ivy:resolve] :: bundle#org.eclipse.virgo.bundlor.ant;1.1.0.M05: java.lang.NullPointerException at org.apache.ivy.osgi.repo.AbstractOSGiResolver.findIvyFileRef(AbstractOSGiResolver.java:132)",,,,,,,,8/19/2012 22:25,,,,"4 years, 47 weeks ago",,294302,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,192187,,,,,,,,0|i0x9kf:
Ivy,IVY-1361,Updatesite resolver will download a feature jar if the name matches the plugin jar it should actually be downloading,Bug,Resolved,Major,Fixed,Nicolas Lalevée,Christopher Frost,Christopher Frost,6/27/2012 13:07,,6/28/2012 13:52,6/28/2012 13:52,2.3.0-RC1,2.3.0-RC2,Core,,0,2,,,,,,,,Simple command line ant build with Apache Ant(TM) version 1.8.2 compiled on December 20 2010. No other plugins other than Ivy 2.3.0-RC1,"When resolving a bundle against a p2 repository using the updatesite resolver, it is downloading a jar file from the features directory that has the same file name as the plugin it should be downloading from the plugins directory. I'm doing this inline with the following command. 

<ivy:cachepath pathid=""bundlor.classpath"" organisation=""bundle"" module=""org.eclipse.virgo.bundlor.ant"" revision=""1.1.0.M05"" conf=""default"" inline=""true"" /> 

There are no failures, it's just downloading the feature instead of the plugin bundle. I can't see what I've done wrong, I haven't seen any mention of support for a features anywhere, would be great to have support for products and features as well though. 

Chris.",,,,,,,,6/28/2012 13:52,,,,"5 years, 2 weeks, 3 days ago",,294288,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,191267,,,,,,,,0|i0x3vz:
Ivy,IVY-1362,Memory leak and infinite loop in ModuleId.java,Bug,Resolved,Major,Fixed,Maarten Coene,Marcell Hegedus,Marcell Hegedus,6/27/2012 18:08,,8/21/2012 11:58,8/19/2012 15:59,2.2.0,2.3.0-RC2,Core,,0,2,,,,,,,,Eclipse / IvyDE,"ModuleId tries save memory by interning objects. This ModuleId cache is not synchronized and when it is mutated from concurrent threads it is possible that the WeakHashMap will contain a loop. As described in the blog post: [""A Beautiful Race Condition""|http://mailinator.blogspot.hu/2009/06/beautiful-race-condition.html] 

The same issue and a memory leak was fixed in IVY-791. 

{code:title=Stacktrace of a hanging thread} 
java.lang.Thread.State: RUNNABLE 
at java.util.WeakHashMap.get(Unknown Source) 
at org.apache.ivy.core.module.id.ModuleId.intern(ModuleId.java:63) 
at org.apache.ivy.core.module.id.ModuleId.newInstance(ModuleId.java:48) 
at org.apache.ivy.core.module.id.ModuleRevisionId.newInstance(ModuleRevisionId.java:100) 
at org.apache.ivy.plugins.parser.m2.PomModuleDescriptorBuilder.addDependency(PomModuleDescriptorBuilder.java:285) 
at org.apache.ivy.plugins.parser.m2.PomModuleDescriptorParser.parseDescriptor(PomModuleDescriptorParser.java:262) 
at org.apache.ivy.plugins.parser.m2.PomModuleDescriptorParser.parseDescriptor(PomModuleDescriptorParser.java:108) 
at org.apache.ivy.core.cache.DefaultRepositoryCacheManager$MyModuleDescriptorProvider.provideModule(DefaultRepositoryCacheManager.java:659) 
at org.apache.ivy.core.cache.ModuleDescriptorMemoryCache.getStale(ModuleDescriptorMemoryCache.java:68) 
at org.apache.ivy.core.cache.DefaultRepositoryCacheManager.getStaledMd(DefaultRepositoryCacheManager.java:676) 
at org.apache.ivy.core.cache.DefaultRepositoryCacheManager.cacheModuleDescriptor(DefaultRepositoryCacheManager.java:993) 
at org.apache.ivy.plugins.resolver.BasicResolver.parse(BasicResolver.java:546) 
at org.apache.ivy.plugins.resolver.BasicResolver.getDependency(BasicResolver.java:266) 
at org.apache.ivy.plugins.resolver.IBiblioResolver.getDependency(IBiblioResolver.java:503) 
at org.apache.ivy.plugins.resolver.ChainResolver.getDependency(ChainResolver.java:104) 
at org.apache.ivy.plugins.resolver.ChainResolver.getDependency(ChainResolver.java:104) 
at org.apache.ivy.plugins.resolver.ChainResolver.getDependency(ChainResolver.java:104) 
at org.apache.ivy.core.resolve.IvyNode.loadData(IvyNode.java:169) 
at org.apache.ivy.core.resolve.VisitNode.loadData(VisitNode.java:287) 
at org.apache.ivy.core.resolve.ResolveEngine.fetchDependencies(ResolveEngine.java:696) 
at org.apache.ivy.core.resolve.ResolveEngine.doFetchDependencies(ResolveEngine.java:781) 
at org.apache.ivy.core.resolve.ResolveEngine.fetchDependencies(ResolveEngine.java:704) 
at org.apache.ivy.core.resolve.ResolveEngine.doFetchDependencies(ResolveEngine.java:769) 
at org.apache.ivy.core.resolve.ResolveEngine.fetchDependencies(ResolveEngine.java:704) 
at org.apache.ivy.core.resolve.ResolveEngine.doFetchDependencies(ResolveEngine.java:769) 
at org.apache.ivy.core.resolve.ResolveEngine.fetchDependencies(ResolveEngine.java:704) 
at org.apache.ivy.core.resolve.ResolveEngine.doFetchDependencies(ResolveEngine.java:781) 
at org.apache.ivy.core.resolve.ResolveEngine.fetchDependencies(ResolveEngine.java:704) 
at org.apache.ivy.core.resolve.ResolveEngine.doFetchDependencies(ResolveEngine.java:781) 
at org.apache.ivy.core.resolve.ResolveEngine.fetchDependencies(ResolveEngine.java:704) 
at org.apache.ivy.core.resolve.ResolveEngine.getDependencies(ResolveEngine.java:576) 
at org.apache.ivy.core.resolve.ResolveEngine.resolve(ResolveEngine.java:237) 
at org.apache.ivy.Ivy.resolve(Ivy.java:512) 
at org.apache.ivyde.eclipse.cpcontainer.IvyResolveJobThread.resolve(IvyResolveJobThread.java:224) 
at org.apache.ivyde.eclipse.cpcontainer.IvyResolveJobThread.run(IvyResolveJobThread.java:127) 
{code}",,,,,,,,8/19/2012 15:59,,,,"4 years, 46 weeks, 6 days ago",,294296,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,191585,,,,,,,,0|i0x5un:
